,id,filepath,label,category
994,01 - Atmosphere_21,train/sing/01 - Atmosphere_21.wav,1,train
995,01 - Atmosphere_22,train/nosing/01 - Atmosphere_22.wav,0,train
996,01 - Atmosphere_23,train/sing/01 - Atmosphere_23.wav,1,train
997,01 - Atmosphere_24,train/nosing/01 - Atmosphere_24.wav,0,train
998,01 - Atmosphere_25,train/sing/01 - Atmosphere_25.wav,1,train
999,01 - Atmosphere_26,train/nosing/01 - Atmosphere_26.wav,0,train
1000,01 - Atmosphere_27,train/sing/01 - Atmosphere_27.wav,1,train
1001,01 - Atmosphere_28,train/nosing/01 - Atmosphere_28.wav,0,train
1002,01 - Atmosphere_29,train/sing/01 - Atmosphere_29.wav,1,train
1003,01 - Atmosphere_30,train/nosing/01 - Atmosphere_30.wav,0,train
1004,01 - Atmosphere_31,train/sing/01 - Atmosphere_31.wav,1,train
1005,01 - Atmosphere_32,train/nosing/01 - Atmosphere_32.wav,0,train
1006,01 - Atmosphere_33,train/sing/01 - Atmosphere_33.wav,1,train
1007,01 - Atmosphere_34,train/nosing/01 - Atmosphere_34.wav,0,train
1008,01 - Atmosphere_35,train/sing/01 - Atmosphere_35.wav,1,train
1009,01 - Atmosphere_36,train/nosing/01 - Atmosphere_36.wav,0,train
1010,01 - Ample Choix_0,train/nosing/01 - Ample Choix_0.wav,0,train
1011,01 - Ample Choix_1,train/sing/01 - Ample Choix_1.wav,1,train
1012,01 - Ample Choix_2,train/nosing/01 - Ample Choix_2.wav,0,train
1013,01 - Ample Choix_3,train/sing/01 - Ample Choix_3.wav,1,train
1014,01 - Ample Choix_4,train/nosing/01 - Ample Choix_4.wav,0,train
1015,01 - Ample Choix_5,train/sing/01 - Ample Choix_5.wav,1,train
1016,01 - Ample Choix_6,train/nosing/01 - Ample Choix_6.wav,0,train
1017,01 - Ample Choix_7,train/sing/01 - Ample Choix_7.wav,1,train
1018,01 - Ample Choix_8,train/nosing/01 - Ample Choix_8.wav,0,train
1019,01 - Ample Choix_9,train/sing/01 - Ample Choix_9.wav,1,train
1020,01 - Ample Choix_10,train/nosing/01 - Ample Choix_10.wav,0,train
1021,01 - Ample Choix_11,train/sing/01 - Ample Choix_11.wav,1,train
1022,01 - Ample Choix_12,train/nosing/01 - Ample Choix_12.wav,0,train
1023,01 - Ample Choix_13,train/sing/01 - Ample Choix_13.wav,1,train
1024,01 - Ample Choix_14,train/nosing/01 - Ample Choix_14.wav,0,train
1025,01 - Ample Choix_15,train/sing/01 - Ample Choix_15.wav,1,train
1026,01 - Ample Choix_16,train/nosing/01 - Ample Choix_16.wav,0,train
1027,01 - Ample Choix_17,train/sing/01 - Ample Choix_17.wav,1,train
1028,01 - Ample Choix_18,train/nosing/01 - Ample Choix_18.wav,0,train
1029,01 - Ample Choix_19,train/sing/01 - Ample Choix_19.wav,1,train
1030,01 - Ample Choix_20,train/nosing/01 - Ample Choix_20.wav,0,train
1031,01 - Ample Choix_21,train/sing/01 - Ample Choix_21.wav,1,train
1032,01 - Ample Choix_22,train/nosing/01 - Ample Choix_22.wav,0,train
1033,01 - Ample Choix_23,train/sing/01 - Ample Choix_23.wav,1,train
1034,01 - Ample Choix_24,train/nosing/01 - Ample Choix_24.wav,0,train
1035,01 - Ample Choix_25,train/sing/01 - Ample Choix_25.wav,1,train
1036,01 - Ample Choix_26,train/nosing/01 - Ample Choix_26.wav,0,train
1037,01 - Ample Choix_27,train/sing/01 - Ample Choix_27.wav,1,train
1038,01 - Ample Choix_28,train/nosing/01 - Ample Choix_28.wav,0,train
1039,01 - Ample Choix_29,train/sing/01 - Ample Choix_29.wav,1,train
1040,01 - Ample Choix_30,train/nosing/01 - Ample Choix_30.wav,0,train
1041,01 - Ample Choix_31,train/sing/01 - Ample Choix_31.wav,1,train
1042,01 - Ample Choix_32,train/nosing/01 - Ample Choix_32.wav,0,train
1043,01 - Ample Choix_33,train/sing/01 - Ample Choix_33.wav,1,train
1044,01 - Ample Choix_34,train/nosing/01 - Ample Choix_34.wav,0,train
1045,01 - Ample Choix_35,train/sing/01 - Ample Choix_35.wav,1,train
1046,01 - Ample Choix_36,train/nosing/01 - Ample Choix_36.wav,0,train
1047,01 - Aline 1_0,train/nosing/01 - Aline 1_0.wav,0,train
1048,01 - Aline 1_1,train/sing/01 - Aline 1_1.wav,1,train
1049,01 - Aline 1_2,train/nosing/01 - Aline 1_2.wav,0,train
1050,01 - Aline 1_3,train/sing/01 - Aline 1_3.wav,1,train
1051,01 - Aline 1_4,train/nosing/01 - Aline 1_4.wav,0,train
1052,01 - Aline 1_5,train/sing/01 - Aline 1_5.wav,1,train
1053,01 - Aline 1_6,train/nosing/01 - Aline 1_6.wav,0,train
1054,01 - Aline 1_7,train/sing/01 - Aline 1_7.wav,1,train
1055,01 - Aline 1_8,train/nosing/01 - Aline 1_8.wav,0,train
1056,01 - Aline 1_9,train/sing/01 - Aline 1_9.wav,1,train
1057,01 - Aline 1_10,train/nosing/01 - Aline 1_10.wav,0,train
1058,01 - Aline 1_11,train/sing/01 - Aline 1_11.wav,1,train
1059,01 - Aline 1_12,train/nosing/01 - Aline 1_12.wav,0,train
1060,01 - Aline 1_13,train/sing/01 - Aline 1_13.wav,1,train
1061,01 - Aline 1_14,train/nosing/01 - Aline 1_14.wav,0,train
1062,01 - Aline 1_15,train/sing/01 - Aline 1_15.wav,1,train
1063,01 - Aline 1_16,train/nosing/01 - Aline 1_16.wav,0,train
1064,01 - Aline 1_17,train/sing/01 - Aline 1_17.wav,1,train
1065,01 - Aline 1_18,train/nosing/01 - Aline 1_18.wav,0,train
1066,01 - Ainsi chantait le poete_0,train/nosing/01 - Ainsi chantait le poete_0.wav,0,train
1067,01 - Ainsi chantait le poete_1,train/sing/01 - Ainsi chantait le poete_1.wav,1,train
1068,01 - Ainsi chantait le poete_2,train/nosing/01 - Ainsi chantait le poete_2.wav,0,train
1069,01 - Ainsi chantait le poete_3,train/sing/01 - Ainsi chantait le poete_3.wav,1,train
1070,01 - Ainsi chantait le poete_4,train/nosing/01 - Ainsi chantait le poete_4.wav,0,train
1071,01 - Ainsi chantait le poete_5,train/sing/01 - Ainsi chantait le poete_5.wav,1,train
1072,01 - Ainsi chantait le poete_6,train/nosing/01 - Ainsi chantait le poete_6.wav,0,train
1073,01 - Ainsi chantait le poete_7,train/sing/01 - Ainsi chantait le poete_7.wav,1,train
1074,01 - Ainsi chantait le poete_8,train/nosing/01 - Ainsi chantait le poete_8.wav,0,train
1075,01 - Ainsi chantait le poete_9,train/sing/01 - Ainsi chantait le poete_9.wav,1,train
1076,01 - Ainsi chantait le poete_10,train/nosing/01 - Ainsi chantait le poete_10.wav,0,train
1077,01 - Ainsi chantait le poete_11,train/sing/01 - Ainsi chantait le poete_11.wav,1,train
1078,01 - Ainsi chantait le poete_12,train/nosing/01 - Ainsi chantait le poete_12.wav,0,train
1079,01 - Ainsi chantait le poete_13,train/sing/01 - Ainsi chantait le poete_13.wav,1,train
1080,01 - Ainsi chantait le poete_14,train/nosing/01 - Ainsi chantait le poete_14.wav,0,train
1081,01 - Ainsi chantait le poete_15,train/sing/01 - Ainsi chantait le poete_15.wav,1,train
1082,01 - Ainsi chantait le poete_16,train/nosing/01 - Ainsi chantait le poete_16.wav,0,train
1083,01 - Ainsi chantait le poete_17,train/sing/01 - Ainsi chantait le poete_17.wav,1,train
1084,01 - Ainsi chantait le poete_18,train/nosing/01 - Ainsi chantait le poete_18.wav,0,train
1085,01 - Ainsi chantait le poete_19,train/sing/01 - Ainsi chantait le poete_19.wav,1,train
1086,01 - Ainsi chantait le poete_20,train/nosing/01 - Ainsi chantait le poete_20.wav,0,train
1087,01 - Ainsi chantait le poete_21,train/sing/01 - Ainsi chantait le poete_21.wav,1,train
1088,01 - Ainsi chantait le poete_22,train/nosing/01 - Ainsi chantait le poete_22.wav,0,train
1089,01 - Ainsi chantait le poete_23,train/sing/01 - Ainsi chantait le poete_23.wav,1,train
1090,01 - Ainsi chantait le poete_24,train/nosing/01 - Ainsi chantait le poete_24.wav,0,train
1091,01 - Ainsi chantait le poete_25,train/sing/01 - Ainsi chantait le poete_25.wav,1,train
1092,01 - Ainsi chantait le poete_26,train/nosing/01 - Ainsi chantait le poete_26.wav,0,train
1093,01 - Ainsi chantait le poete_27,train/sing/01 - Ainsi chantait le poete_27.wav,1,train
1094,01 - Ainsi chantait le poete_28,train/nosing/01 - Ainsi chantait le poete_28.wav,0,train
1095,01 - Ainsi chantait le poete_29,train/sing/01 - Ainsi chantait le poete_29.wav,1,train
1096,01 - Ainsi chantait le poete_30,train/nosing/01 - Ainsi chantait le poete_30.wav,0,train
1097,01 - Ainsi chantait le poete_31,train/sing/01 - Ainsi chantait le poete_31.wav,1,train
1098,01 - Ainsi chantait le poete_32,train/nosing/01 - Ainsi chantait le poete_32.wav,0,train
1099,01 - Ainsi chantait le poete_33,train/sing/01 - Ainsi chantait le poete_33.wav,1,train
1100,01 - Ainsi chantait le poete_34,train/nosing/01 - Ainsi chantait le poete_34.wav,0,train
1101,01 - Ainsi chantait le poete_35,train/sing/01 - Ainsi chantait le poete_35.wav,1,train
1102,01 - Ainsi chantait le poete_36,train/nosing/01 - Ainsi chantait le poete_36.wav,0,train
1103,01 - Ainsi chantait le poete_37,train/sing/01 - Ainsi chantait le poete_37.wav,1,train
1104,01 - Ainsi chantait le poete_38,train/nosing/01 - Ainsi chantait le poete_38.wav,0,train
1105,01 - Ainsi chantait le poete_39,train/sing/01 - Ainsi chantait le poete_39.wav,1,train
1106,01 - Ainsi chantait le poete_40,train/nosing/01 - Ainsi chantait le poete_40.wav,0,train
1107,01 - Ainsi chantait le poete_41,train/sing/01 - Ainsi chantait le poete_41.wav,1,train
1108,01 - Ainsi chantait le poete_42,train/nosing/01 - Ainsi chantait le poete_42.wav,0,train
1109,01 - Ainsi chantait le poete_43,train/sing/01 - Ainsi chantait le poete_43.wav,1,train
1110,01 - Ainsi chantait le poete_44,train/nosing/01 - Ainsi chantait le poete_44.wav,0,train
1111,01 - Ainsi chantait le poete_45,train/sing/01 - Ainsi chantait le poete_45.wav,1,train
1112,01 - Ainsi chantait le poete_46,train/nosing/01 - Ainsi chantait le poete_46.wav,0,train
1113,01 - Ainsi chantait le poete_47,train/sing/01 - Ainsi chantait le poete_47.wav,1,train
1114,01 - Ainsi chantait le poete_48,train/nosing/01 - Ainsi chantait le poete_48.wav,0,train
1115,01 - Ainsi chantait le poete_49,train/sing/01 - Ainsi chantait le poete_49.wav,1,train
1116,01 - Ainsi chantait le poete_50,train/nosing/01 - Ainsi chantait le poete_50.wav,0,train
1117,01 - Ainsi chantait le poete_51,train/sing/01 - Ainsi chantait le poete_51.wav,1,train
1118,01 - Ainsi chantait le poete_52,train/nosing/01 - Ainsi chantait le poete_52.wav,0,train
1119,01 - Ainsi chantait le poete_53,train/sing/01 - Ainsi chantait le poete_53.wav,1,train
1120,01 - Ainsi chantait le poete_54,train/nosing/01 - Ainsi chantait le poete_54.wav,0,train
1121,01 - Ainsi chantait le poete_55,train/sing/01 - Ainsi chantait le poete_55.wav,1,train
1122,01 - Ainsi chantait le poete_56,train/nosing/01 - Ainsi chantait le poete_56.wav,0,train
1123,01 - Le regard des autres_0,train/nosing/01 - Le regard des autres_0.wav,0,train
1124,01 - Le regard des autres_1,train/sing/01 - Le regard des autres_1.wav,1,train
1125,01 - Le regard des autres_2,train/nosing/01 - Le regard des autres_2.wav,0,train
1126,01 - Le regard des autres_3,train/sing/01 - Le regard des autres_3.wav,1,train
1127,01 - Le regard des autres_4,train/nosing/01 - Le regard des autres_4.wav,0,train
1128,01 - Le regard des autres_5,train/sing/01 - Le regard des autres_5.wav,1,train
1129,01 - Le regard des autres_6,train/nosing/01 - Le regard des autres_6.wav,0,train
1130,01 - Le regard des autres_7,train/sing/01 - Le regard des autres_7.wav,1,train
1131,01 - Le regard des autres_8,train/nosing/01 - Le regard des autres_8.wav,0,train
1132,01 - Le regard des autres_9,train/sing/01 - Le regard des autres_9.wav,1,train
1133,01 - Le regard des autres_10,train/nosing/01 - Le regard des autres_10.wav,0,train
1134,01 - Le regard des autres_11,train/sing/01 - Le regard des autres_11.wav,1,train
1135,01 - Le regard des autres_12,train/nosing/01 - Le regard des autres_12.wav,0,train
1136,01 - Le regard des autres_13,train/sing/01 - Le regard des autres_13.wav,1,train
1137,01 - Le regard des autres_14,train/nosing/01 - Le regard des autres_14.wav,0,train
1138,01 - Le regard des autres_15,train/sing/01 - Le regard des autres_15.wav,1,train
1139,01 - Le regard des autres_16,train/nosing/01 - Le regard des autres_16.wav,0,train
1140,01 - Le regard des autres_17,train/sing/01 - Le regard des autres_17.wav,1,train
1141,01 - Le regard des autres_18,train/nosing/01 - Le regard des autres_18.wav,0,train
1142,01 - Le regard des autres_19,train/sing/01 - Le regard des autres_19.wav,1,train
1143,01 - Le regard des autres_20,train/nosing/01 - Le regard des autres_20.wav,0,train
1144,01 - Le regard des autres_21,train/sing/01 - Le regard des autres_21.wav,1,train
1145,01 - Le regard des autres_22,train/nosing/01 - Le regard des autres_22.wav,0,train
1146,01 - Le regard des autres_23,train/sing/01 - Le regard des autres_23.wav,1,train
1147,01 - Le regard des autres_24,train/nosing/01 - Le regard des autres_24.wav,0,train
1148,01 - Le regard des autres_25,train/sing/01 - Le regard des autres_25.wav,1,train
1149,01 - Le regard des autres_26,train/nosing/01 - Le regard des autres_26.wav,0,train
1150,01 - Le regard des autres_27,train/sing/01 - Le regard des autres_27.wav,1,train
1151,01 - Le regard des autres_28,train/nosing/01 - Le regard des autres_28.wav,0,train
1152,01 - Le regard des autres_29,train/sing/01 - Le regard des autres_29.wav,1,train
1153,01 - Le regard des autres_30,train/nosing/01 - Le regard des autres_30.wav,0,train
1154,01 - Le regard des autres_31,train/sing/01 - Le regard des autres_31.wav,1,train
1155,01 - Le regard des autres_32,train/nosing/01 - Le regard des autres_32.wav,0,train
1156,01 - Le regard des autres_33,train/sing/01 - Le regard des autres_33.wav,1,train
1157,01 - Le regard des autres_34,train/nosing/01 - Le regard des autres_34.wav,0,train
1158,01 - Le regard des autres_35,train/sing/01 - Le regard des autres_35.wav,1,train
1159,01 - Le regard des autres_36,train/nosing/01 - Le regard des autres_36.wav,0,train
1160,01 - Le regard des autres_37,train/sing/01 - Le regard des autres_37.wav,1,train
1161,01 - Le regard des autres_38,train/nosing/01 - Le regard des autres_38.wav,0,train
1162,01 - Le regard des autres_39,train/sing/01 - Le regard des autres_39.wav,1,train
1163,01 - Le regard des autres_40,train/nosing/01 - Le regard des autres_40.wav,0,train
1164,01 - Le regard des autres_41,train/sing/01 - Le regard des autres_41.wav,1,train
1165,01 - Le regard des autres_42,train/nosing/01 - Le regard des autres_42.wav,0,train
1166,01 - Le regard des autres_43,train/sing/01 - Le regard des autres_43.wav,1,train
1167,01 - Le regard des autres_44,train/nosing/01 - Le regard des autres_44.wav,0,train
1168,01 - Le regard des autres_45,train/sing/01 - Le regard des autres_45.wav,1,train
1169,01 - Le regard des autres_46,train/nosing/01 - Le regard des autres_46.wav,0,train
1170,01 - Le regard des autres_47,train/sing/01 - Le regard des autres_47.wav,1,train
1171,01 - Le regard des autres_48,train/nosing/01 - Le regard des autres_48.wav,0,train
1172,01 - Le regard des autres_49,train/sing/01 - Le regard des autres_49.wav,1,train
1173,01 - Le regard des autres_50,train/nosing/01 - Le regard des autres_50.wav,0,train
1174,01 - Le regard des autres_51,train/sing/01 - Le regard des autres_51.wav,1,train
1175,01 - Le regard des autres_52,train/nosing/01 - Le regard des autres_52.wav,0,train
1176,01 - Le regard des autres_53,train/sing/01 - Le regard des autres_53.wav,1,train
1177,01 - Le regard des autres_54,train/nosing/01 - Le regard des autres_54.wav,0,train
1178,01 - Le regard des autres_55,train/sing/01 - Le regard des autres_55.wav,1,train
1179,01 - Le regard des autres_56,train/nosing/01 - Le regard des autres_56.wav,0,train
1180,01 - Le regard des autres_57,train/sing/01 - Le regard des autres_57.wav,1,train
1181,01 - Le regard des autres_58,train/nosing/01 - Le regard des autres_58.wav,0,train
1182,01 - Le regard des autres_59,train/sing/01 - Le regard des autres_59.wav,1,train
1183,01 - Le regard des autres_60,train/nosing/01 - Le regard des autres_60.wav,0,train
1184,01 - Le regard des autres_61,train/sing/01 - Le regard des autres_61.wav,1,train
1185,01 - Le regard des autres_62,train/nosing/01 - Le regard des autres_62.wav,0,train
1186,01 - Le regard des autres_63,train/sing/01 - Le regard des autres_63.wav,1,train
1187,01 - Le regard des autres_64,train/nosing/01 - Le regard des autres_64.wav,0,train
1188,01 - Le regard des autres_65,train/sing/01 - Le regard des autres_65.wav,1,train
1189,01 - Le regard des autres_66,train/nosing/01 - Le regard des autres_66.wav,0,train
1190,01 - Le regard des autres_67,train/sing/01 - Le regard des autres_67.wav,1,train
1191,01 - Le regard des autres_68,train/nosing/01 - Le regard des autres_68.wav,0,train
1192,01 - Le regard des autres_69,train/sing/01 - Le regard des autres_69.wav,1,train
1193,01 - Le regard des autres_70,train/nosing/01 - Le regard des autres_70.wav,0,train
1194,01 - Le regard des autres_71,train/sing/01 - Le regard des autres_71.wav,1,train
1195,01 - Le regard des autres_72,train/nosing/01 - Le regard des autres_72.wav,0,train
1196,01 - Le regard des autres_73,train/sing/01 - Le regard des autres_73.wav,1,train
1197,01 - Le regard des autres_74,train/nosing/01 - Le regard des autres_74.wav,0,train
1198,01 - Le regard des autres_75,train/sing/01 - Le regard des autres_75.wav,1,train
1199,01 - Le regard des autres_76,train/nosing/01 - Le regard des autres_76.wav,0,train
1200,01 - Le regard des autres_77,train/sing/01 - Le regard des autres_77.wav,1,train
1201,01 - Le regard des autres_78,train/nosing/01 - Le regard des autres_78.wav,0,train
1202,01 - Le regard des autres_79,train/sing/01 - Le regard des autres_79.wav,1,train
1203,01 - Le regard des autres_80,train/nosing/01 - Le regard des autres_80.wav,0,train
1204,01 - Le regard des autres_81,train/sing/01 - Le regard des autres_81.wav,1,train
1205,01 - Le regard des autres_82,train/nosing/01 - Le regard des autres_82.wav,0,train
1206,01 - Le regard des autres_83,train/sing/01 - Le regard des autres_83.wav,1,train
1207,01 - Le regard des autres_84,train/nosing/01 - Le regard des autres_84.wav,0,train
1208,01 - Le regard des autres_85,train/sing/01 - Le regard des autres_85.wav,1,train
1209,01 - Le regard des autres_86,train/nosing/01 - Le regard des autres_86.wav,0,train
1210,01 - Le regard des autres_87,train/sing/01 - Le regard des autres_87.wav,1,train
1211,01 - Le regard des autres_88,train/nosing/01 - Le regard des autres_88.wav,0,train
1212,01 - Le regard des autres_89,train/sing/01 - Le regard des autres_89.wav,1,train
1213,01 - Le regard des autres_90,train/nosing/01 - Le regard des autres_90.wav,0,train
1214,01 - Le regard des autres_91,train/sing/01 - Le regard des autres_91.wav,1,train
1215,01 - Le regard des autres_92,train/nosing/01 - Le regard des autres_92.wav,0,train
1216,01 - Le regard des autres_93,train/sing/01 - Le regard des autres_93.wav,1,train
1217,01 - Le regard des autres_94,train/nosing/01 - Le regard des autres_94.wav,0,train
1218,01 - Le regard des autres_95,train/sing/01 - Le regard des autres_95.wav,1,train
1219,01 - Le regard des autres_96,train/nosing/01 - Le regard des autres_96.wav,0,train
1220,01 - Le regard des autres_97,train/sing/01 - Le regard des autres_97.wav,1,train
1221,01 - Le regard des autres_98,train/nosing/01 - Le regard des autres_98.wav,0,train
1222,01 - Le regard des autres_99,train/sing/01 - Le regard des autres_99.wav,1,train
1223,01 - Le regard des autres_100,train/nosing/01 - Le regard des autres_100.wav,0,train
1224,01 - Le regard des autres_101,train/sing/01 - Le regard des autres_101.wav,1,train
1225,01 - Le regard des autres_102,train/nosing/01 - Le regard des autres_102.wav,0,train
1226,01 - Le regard des autres_103,train/sing/01 - Le regard des autres_103.wav,1,train
1227,01 - Le regard des autres_104,train/nosing/01 - Le regard des autres_104.wav,0,train
1228,01 - Le regard des autres_105,train/sing/01 - Le regard des autres_105.wav,1,train
1229,01 - Le regard des autres_106,train/nosing/01 - Le regard des autres_106.wav,0,train
1230,01 - Le regard des autres_107,train/sing/01 - Le regard des autres_107.wav,1,train
1231,01 - Le regard des autres_108,train/nosing/01 - Le regard des autres_108.wav,0,train
1232,01 - A linstant_0,train/nosing/01 - A linstant_0.wav,0,train
1233,01 - A linstant_1,train/sing/01 - A linstant_1.wav,1,train
1234,01 - A linstant_2,train/nosing/01 - A linstant_2.wav,0,train
1235,01 - A linstant_3,train/sing/01 - A linstant_3.wav,1,train
1236,01 - A linstant_4,train/nosing/01 - A linstant_4.wav,0,train
1237,01 - A linstant_5,train/sing/01 - A linstant_5.wav,1,train
1238,01 - A linstant_6,train/nosing/01 - A linstant_6.wav,0,train
1239,01 - A linstant_7,train/sing/01 - A linstant_7.wav,1,train
1240,01 - A linstant_8,train/nosing/01 - A linstant_8.wav,0,train
1241,01 - A linstant_9,train/sing/01 - A linstant_9.wav,1,train
1242,01 - A linstant_10,train/nosing/01 - A linstant_10.wav,0,train
1243,01 - A linstant_11,train/sing/01 - A linstant_11.wav,1,train
1244,01 - A linstant_12,train/nosing/01 - A linstant_12.wav,0,train
1245,01 - A linstant_13,train/sing/01 - A linstant_13.wav,1,train
1246,01 - A linstant_14,train/nosing/01 - A linstant_14.wav,0,train
1247,01 - 2006-Un ptit peu amoureux_0,train/nosing/01 - 2006-Un ptit peu amoureux_0.wav,0,train
1248,01 - 2006-Un ptit peu amoureux_1,train/sing/01 - 2006-Un ptit peu amoureux_1.wav,1,train
1249,01 - 2006-Un ptit peu amoureux_2,train/nosing/01 - 2006-Un ptit peu amoureux_2.wav,0,train
1250,01 - 2006-Un ptit peu amoureux_3,train/sing/01 - 2006-Un ptit peu amoureux_3.wav,1,train
1251,01 - 2006-Un ptit peu amoureux_4,train/nosing/01 - 2006-Un ptit peu amoureux_4.wav,0,train
1252,01 - 2006-Un ptit peu amoureux_5,train/sing/01 - 2006-Un ptit peu amoureux_5.wav,1,train
1253,01 - 2006-Un ptit peu amoureux_6,train/nosing/01 - 2006-Un ptit peu amoureux_6.wav,0,train
1254,01 - 2006-Un ptit peu amoureux_7,train/sing/01 - 2006-Un ptit peu amoureux_7.wav,1,train
1255,01 - 2006-Un ptit peu amoureux_8,train/nosing/01 - 2006-Un ptit peu amoureux_8.wav,0,train
1256,01 - 2006-Un ptit peu amoureux_9,train/sing/01 - 2006-Un ptit peu amoureux_9.wav,1,train
1257,01 - 2006-Un ptit peu amoureux_10,train/nosing/01 - 2006-Un ptit peu amoureux_10.wav,0,train
1258,01 - 2006-Un ptit peu amoureux_11,train/sing/01 - 2006-Un ptit peu amoureux_11.wav,1,train
1259,01 - 2006-Un ptit peu amoureux_12,train/nosing/01 - 2006-Un ptit peu amoureux_12.wav,0,train
1260,01 - 2006-Un ptit peu amoureux_13,train/sing/01 - 2006-Un ptit peu amoureux_13.wav,1,train
1261,01 - 2006-Un ptit peu amoureux_14,train/nosing/01 - 2006-Un ptit peu amoureux_14.wav,0,train
1262,01 - 2006-Un ptit peu amoureux_15,train/sing/01 - 2006-Un ptit peu amoureux_15.wav,1,train
1263,01 - 2006-Un ptit peu amoureux_16,train/nosing/01 - 2006-Un ptit peu amoureux_16.wav,0,train
1264,01 - 2006-Un ptit peu amoureux_17,train/sing/01 - 2006-Un ptit peu amoureux_17.wav,1,train
1265,01 - 2006-Un ptit peu amoureux_18,train/nosing/01 - 2006-Un ptit peu amoureux_18.wav,0,train
1266,01 - 2006-Un ptit peu amoureux_19,train/sing/01 - 2006-Un ptit peu amoureux_19.wav,1,train
1267,01 - 2006-Un ptit peu amoureux_20,train/nosing/01 - 2006-Un ptit peu amoureux_20.wav,0,train
1268,01 - 2006-Un ptit peu amoureux_21,train/sing/01 - 2006-Un ptit peu amoureux_21.wav,1,train
1269,01 - 2006-Un ptit peu amoureux_22,train/nosing/01 - 2006-Un ptit peu amoureux_22.wav,0,train
1270,01 - 2006-Un ptit peu amoureux_23,train/sing/01 - 2006-Un ptit peu amoureux_23.wav,1,train
1271,01 - 2006-Un ptit peu amoureux_24,train/nosing/01 - 2006-Un ptit peu amoureux_24.wav,0,train
1272,01 - 2006-Un ptit peu amoureux_25,train/sing/01 - 2006-Un ptit peu amoureux_25.wav,1,train
1273,01 - 2006-Un ptit peu amoureux_26,train/nosing/01 - 2006-Un ptit peu amoureux_26.wav,0,train
1274,01 - 2006-Un ptit peu amoureux_27,train/sing/01 - 2006-Un ptit peu amoureux_27.wav,1,train
1275,01 - 2006-Un ptit peu amoureux_28,train/nosing/01 - 2006-Un ptit peu amoureux_28.wav,0,train
1276,01 - 2006-Un ptit peu amoureux_29,train/sing/01 - 2006-Un ptit peu amoureux_29.wav,1,train
1277,01 - 2006-Un ptit peu amoureux_30,train/nosing/01 - 2006-Un ptit peu amoureux_30.wav,0,train
1278,01 - 2006-Un ptit peu amoureux_31,train/sing/01 - 2006-Un ptit peu amoureux_31.wav,1,train
1279,01 - 2006-Un ptit peu amoureux_32,train/nosing/01 - 2006-Un ptit peu amoureux_32.wav,0,train
1280,01 - 2006-Un ptit peu amoureux_33,train/sing/01 - 2006-Un ptit peu amoureux_33.wav,1,train
1281,01 - 2006-Un ptit peu amoureux_34,train/nosing/01 - 2006-Un ptit peu amoureux_34.wav,0,train
1282,01 - 2006-Un ptit peu amoureux_35,train/sing/01 - 2006-Un ptit peu amoureux_35.wav,1,train
1283,01 - 2006-Un ptit peu amoureux_36,train/nosing/01 - 2006-Un ptit peu amoureux_36.wav,0,train
1284,01 - 2006-Un ptit peu amoureux_37,train/sing/01 - 2006-Un ptit peu amoureux_37.wav,1,train
1285,01 - 2006-Un ptit peu amoureux_38,train/nosing/01 - 2006-Un ptit peu amoureux_38.wav,0,train
1286,01 - 2006-Un ptit peu amoureux_39,train/sing/01 - 2006-Un ptit peu amoureux_39.wav,1,train
1287,01 - 2006-Un ptit peu amoureux_40,train/nosing/01 - 2006-Un ptit peu amoureux_40.wav,0,train
1288,01 - 2006-Un ptit peu amoureux_41,train/sing/01 - 2006-Un ptit peu amoureux_41.wav,1,train
1289,01 - 2006-Un ptit peu amoureux_42,train/nosing/01 - 2006-Un ptit peu amoureux_42.wav,0,train
1290,01 - 2006-Un ptit peu amoureux_43,train/sing/01 - 2006-Un ptit peu amoureux_43.wav,1,train
1291,01 - 2006-Un ptit peu amoureux_44,train/nosing/01 - 2006-Un ptit peu amoureux_44.wav,0,train
1292,01 - 2006-Un ptit peu amoureux_45,train/sing/01 - 2006-Un ptit peu amoureux_45.wav,1,train
1293,01 - 2006-Un ptit peu amoureux_46,train/nosing/01 - 2006-Un ptit peu amoureux_46.wav,0,train
1294,01 - 2006-Un ptit peu amoureux_47,train/sing/01 - 2006-Un ptit peu amoureux_47.wav,1,train
1295,01 - 2006-Un ptit peu amoureux_48,train/nosing/01 - 2006-Un ptit peu amoureux_48.wav,0,train
1296,01 - 2006-Un ptit peu amoureux_49,train/sing/01 - 2006-Un ptit peu amoureux_49.wav,1,train
1297,01 - 2006-Un ptit peu amoureux_50,train/nosing/01 - 2006-Un ptit peu amoureux_50.wav,0,train
1298,01 - 2006-Un ptit peu amoureux_51,train/sing/01 - 2006-Un ptit peu amoureux_51.wav,1,train
1299,01 - 2006-Un ptit peu amoureux_52,train/nosing/01 - 2006-Un ptit peu amoureux_52.wav,0,train
1300,01 - 2006-Un ptit peu amoureux_53,train/sing/01 - 2006-Un ptit peu amoureux_53.wav,1,train
1301,01 - 2006-Un ptit peu amoureux_54,train/nosing/01 - 2006-Un ptit peu amoureux_54.wav,0,train
1302,01 - 2006-Un ptit peu amoureux_55,train/sing/01 - 2006-Un ptit peu amoureux_55.wav,1,train
1303,01 - 2006-Un ptit peu amoureux_56,train/nosing/01 - 2006-Un ptit peu amoureux_56.wav,0,train
